"제어번호","제목","저자","발행처","발행년도","ISBN번호","분류기호","대출횟수"
"000001633656","대리인 :제인도 장편소설 .1","제인도 지음","팩토리나인","2023","9791165347291","8","6"
"000001633655","대리인 :제인도 장편소설 .2","제인도","팩토리나인","2023","9791165347307","8","6"
"000001646237","더 웨일 [비디오녹화자료]","Darren Aronofsky 감독","노바미디어 제작/판매","2023","","6","6"
"000001610827","돈 버는 사람은 단순하게 생각합니다 :복잡한 주식을 이기는 단순한 투자 책 =Think simple becoming rich","한주주 지음","헤리티지북스","2023","9791198063632","3","6"
"000001384695","돈의 속성 :최상위 부자가 말하는 돈에 대한 모든 것","김승호 지음","스노우폭스북스","2020","9791188331796","3","6"
"000001627457","딸아, 돈 공부 절대 미루지 마라 :돈과 인생에 대한 가장 현실적인 조언 50","박소연 지음","메이븐","2023","9791190538572","3","6"
"000000972453","레버리지 :자본주의 속에 숨겨진 부의 비밀","롭 무어 지음","다산북스: 다산3.0","2017","9791130612249","3","6"
"000000000869","로마인 이야기 .1 ,로마는 하루아침에 이루어지지 않았다 =Res gestae populi Romani Ⅰ : Roma non uno die aedificata est","시오노 나나미 지음","한길사","1995","9788935610242","9","6"
"000000832438","로봇 세계에서 살아남기 .2","김정욱 글","미래엔(MiraeN)","2012","9788937883804","4","6"
"000001635493","마시지 않을 수 없는 밤이니까요 :정지아 에세이","정지아 지음","마이디어북스","2023","9791193289020","8","6"
"000001527071","마음의 법칙 :사람의 마음을 사로잡는 51가지 심리학","폴커 키츠","포레스트북스 : 콘텐츠그룹 포레스트","2022","9791191347685","1","6"
"000001653044","마트료시카의 밤","아쓰카와 다쓰미 지음","Read bie : 디앤씨미디어","2024","9791192738222","8","6"
"000001611502","모든 삶은 흐른다 :삶의 지표가 필요한 당신에게 바다가 건네는 말","로랑스 드빌레르 지음","FIKA(피카)","2023","9791190299770","1","6"
"000001653150","무칭","이민진 지음","위즈덤하우스","2023","9791168127401","8","6"
"000001043854","미중전쟁 .1 ,풍계리 수소폭탄","김진명 [지음]","쌤앤파커스","2017","9788965705451","8","6"
"000001515784","방금 떠나온 세계 :김초엽 소설집","김초엽 지음","한겨레출판: 한겨레엔","2021","9791160406504","8","6"
"000001485582","부의 시나리오 :불확실성을 기회로 만드는 4가지 투자전략","오건영 지음","Page2(페이지2북스)","2021","9791190977265","3","6"
"000001611528","불안한 완벽주의자를 위한 책 :자기증명과 인정욕구로부터 벗어나는 10가지 심리학 기술","마이클 투히그","수오서재","2023","9791190382991","1","6"
"000001612319","블랙 쇼맨과 환상의 여자","히가시노 게이고 지음","알에이치코리아(RHK)","2023","9788925576633","8","6"
"000001627922","비가 오면 열리는 상점 :유영광 장편소설 =The rainbow goblin store","유영광 지음","클레이하우스","2023","9791198173898","8","6"
"000001509147","사랑의 기술","에리히 프롬 지음","문예출판사","2021","9788931011623","1","6"
"000001652733","삶이 괴로울 땐 공부를 시작하는 것이 좋다 :일상을 연구하는 과학자가 발견한 사는 게 재밌어지는 가장 신박한 방법","박치욱 지음","Whale books(웨일북)","2023","9791192097688","1","6"
"000000534762","상처받지 않는 영혼 :내면의 자유를 위한 놓아보내기 연습","마이클 A. 싱어 지음","라이팅하우스","2014","9788998075088","1","6"
"000001235305","생각에 관한 생각 :우리의 행동을 지배하는 생각의 반란","대니얼 카너먼 [지음]","김영사","2018","9788934981213","3","6"
"000001636936","서사의 위기","한병철 지음","다산초당: 다산북스","2023","9791130646091","1","6"
"000001589436","서울 부동산 절대원칙 :일자리, 인구, 교통망, 학군, 인프라, 재개발&재건축 총망라 : real estate in Seoul","김학렬 지음","길벗","2023","9791140702718","3","6"
"000001629722","선더헤드 :닐 셔스터먼 장편소설","닐 셔스터먼 지음","열린책들","2023","9788932923055","8","6"
"000001481788","소크라테스 익스프레스 :철학이 우리 인생에 스며드는 순간","에릭 와이너 지음","어크로스: 어크로스출판그룹","2021","9791190030922","1","6"
"000000844452","쇼코의 미소 :최은영 소설","최은영 [지음]","문학동네","2016","9788954641630","8","6"
"000001611536","아웃풋 법칙 :평범한 사람도 압도적 성공으로 이끈 단 하나의 원리 =The law of output","김재수 지음","더퀘스트: 길벗","2023","9791140704033","3","6"
"000001592028","아주 세속적인 지혜 :400년 동안 사랑받은 인생의 고전","발타자르 그라시안 지음","page2: 페이지2북스","2023","9791169850179","1","6"
"000001240533","아침에는 죽음을 생각하는 것이 좋다","김영민 [지음]","어크로스","2018","9791160560640","8","6"
"000001388757","알로하, 나의 엄마들 :이금이 장편소설","이금이 지음","창비","2020","9788936456955","8","6"
"000000725752","앵무새 죽이기","하퍼 리 지음","열린책들","2015","9788932917207","8","6"
"000001637010","어른의 국어력 :말과 글에 품격을 더하는 지적 어른의 필수 교양","김범준 지음","포레스트북스 : 콘텐츠그룹 포레스트","2023","9791192625669","8","6"
"000001571576","언러키 스타트업 :정지음 시트콤 소설","정지음 지음","민음사","2022","9788937427343","8","6"
"000001629780","에그박사 :자연 생물 관찰 만화 : egg&bugs .10","에그박사 원작","MiraeN 아이세움: 미래엔","2023","9791168415539","4","6"
"000001413606","엑시트 :당신의 인생을 바꿔 줄 부자의 문이 열린다! =Exit","송희창 지음","지혜로","2020","9791187799146","3","6"
"000000615273","여자 없는 남자들 :무라카미 하루키 소설","무라카미 하루키 [지음]","문학동네","2014","9788954625586","8","6"
"000000272778","여행의 기술","알랭 드 보통 지음","청미래","2011","9788986836448","8","6"
"000001589445","열 번 잘해도 한 번 실수로 무너지는 게 관계다 :김다슬 에세이","김다슬 지음","Cloudia(클라우디아): 필름","2023","9791196617141","8","6"
"000000932994","영어책 한 권 외워봤니?","김민식 지음","위즈덤하우스: 위즈덤하우스 미디어그룹","2017","9788960863132","7","6"
"000000201501","왜 나는 너를 사랑하는가","알랭 드 보통 지음","청미래","2002","8986836084","8","6"
"000001360220","우리는 모두 죽는다는 것을 기억하라 :삶의 다른 방식을 찾고 있는 당신에게","웨인 다이어 지음","Tornado(토네이도)","2019","9791158511586","1","6"
"000001525757","우리는 여전히 삶을 사랑하는가 =Do we still love life","에리히 프롬 지음","김영사","2022","9788934949671","1","6"
"000001058938","우울할 땐 뇌 과학 :최신 뇌 과학과 신경생물학은 우울증을 어떻게 해결하는가","앨릭스 코브 지음","푸른숲: 심심","2018","9791156757344","5","6"
"000000328057","원씽 =(The) one thing","게리 켈러","비즈니스북스","2013","9788997575169","3","6"
"000001131094","원칙","레이 달리오 지음","한빛비즈","2018","9791157842636","3","6"
"000001653162","은어는 안녕하신가? :기후 위기 시대, 우리 땅 24절기","이상엽 지음","교유서가","2023","9791192968728","6","6"
"000001570657","이토록 평범한 미래 :김연수 소설","김연수 지음","문학동네","2022","9788954680004","8","6"
"000001348049","일의 기쁨과 슬픔 :장류진 소설집","장류진 [지음]","창비","2019","9788936438036","8","6"
"000001642113","자연에 이름 붙이기 :보이지 않던 세계가 보이기 시작할 때","캐럴 계숙 윤 지음","윌북","2023","9791155816462","4","6"
"000001570783","작은 땅의 야수들 :김주혜 장편소설","김주혜 지음","다산책방: 다산북스","2022","9791130693927","8","6"
"000001052255","전세가를 알면 부동산 투자가 보인다 :부동산 가격 변화의 비밀 '심리, 전세, 정책'","이현철 지음","매경출판: 매일경제신문사","2018","9791155420409","3","6"
"000000827354","종의 기원 :정유정 장편소설 =The origin of species","정유정 지음","은행나무","2016","9788956609959","8","6"
"000001627525","종의 기원담 :김보영 연작소설","김보영 지음","아작","2023","9791166687204","8","6"
"000001542624","주식 단타로 매일매일 벌어봤어? :주린이를 위한 실전 단타 입문서","양선호 지음","넥서스","2022","9791166832116","3","6"
"000001509166","죽이고 싶은 아이 :이꽃님 장편소설","이꽃님 지음","우리학교","2021","9791167550170","8","6"
"000001323107","지구에서 한아뿐 :정세랑 장편소설","정세랑 지음","난다","2019","9791188862290","8","6"
"000000319071","창문 넘어 도망친 100세 노인 :요나스 요나손 장편소설","요나스 요나손 지음","열린책들","2013","9788932916194","8","6"
"000001591075","챗GPT와 글쓰기 :ChatGPT와 함께하는 AI 글쓰기 실전","김철수 지음","위키북스","2023","9791158394233","0","6"
"000001590871","초수익 성장주 투자 :세계에서 가장 비밀스러운 주식 투자 시스템","마크 미너비니 지음","이레미디어","2023","9791191328790","3","6"
"000001626278","칩 워 :누가 반도체 전쟁의 최후 승자가 될 것인가","크리스 밀러 지음","부키","2023","9788960519831","3","6"
"000001648108","코딩 테스트 합격자 되기 :프로그래머스 제공 100 문제로 완벽 대비 ,파이썬 편","박경록 지음","Golden Rabbit(골든래빗)","2023","9791191905557","0","6"
"000001652444","타세요, 미래를 바꿔주는 택시입니다","기타가와 야스시 지음","북폴리오: 미래엔","2023","9791168417588","8","6"
"000001236125","탁월한 사유의 시선 :우리가 꿈꾸는 시대를 위한 철학의 힘 : 견명원(建明苑) 강의","최진석 지음","21세기북스: 북이십일","2018","9788950975401","1","6"
"000000682189","태도에 관하여 :나를 살아가게 하는 가치들","임경선 저","한겨레출판","2015","9788984318885","8","6"
"000000003057","파리대왕","윌리엄 골딩 지음","민음사","2010","9788937460197","8","6"
"000001280251","팩트풀니스 :우리가 세상을 오해하는 10가지 이유와 세상이 생각보다 괜찮은 이유","한스 로슬링","김영사","2019","9788934985068","1","6"
"000001370296","페인트 :이희영 장편소설","이희영 지음","창비","2019","9788936459093","8","6"
"000001652947","폭발물 처리반이 조우한 스핀 :사토 기와무 단편소설","사토 기와무 지음","블루홀6(블루홀식스)","2023","9791193149089","8","6"
"000001383291","하쿠바산장 살인사건","히가시노 게이고 지음","알에이치코리아(RHK)","2020","9788925569130","8","6"
"000001646147","해님 달님 떡집","김리리 글","비룡소","2023","9788949162546","8","6"
"000001350292","해리 포터 :20years of Harry Potter magic .제1권 1 ,마법사의 돌","J.K. 롤링 지음","문학수첩","2019","9788983927620","8","6"
"000001508628","햇빛은 찬란하고 인생은 귀하니까요 :밀라논나 이야기: ciao, amici","장명숙 지음","김영사","2021","9788934985051","8","6"
"000001612236","흔한남매 이상한 나라의 고전 읽기 .1","최재훈 글","Mirae N 아이세움 : 미래엔","2022","9791168412248","8","6"
"000001212622","(10년 동안) 적금밖에 모르던 39세 김 과장은 어떻게 1년 만에 부동산 천재가 됐을까? :5년 만에 자산을 100배 불린 투자고수 렘군의 단기속성 부동산 스쿨","김재수 지음","비즈니스북스","2018","9791162540381","3","5"
"000001627934","(5천 년 역사가 단숨에 이해되는) 최소한의 한국사","최태성 지음","프런트페이지","2023","9791198243430","9","5"
"000001348741","(GURPS) 기본세트 :캐릭터북","스티브 잭슨","초여명","2014","9788988060209","6","5"
"000000224051","(GURPS) 헌터들의 밤","제이슨 르빈 저","초여명","2012","9788988060162","6","5"
"000001636529","(The) ChatGPT millionaire :making money online has never been this easy","[by] Neil Dagger","[s.n.]","2023","9798374102581","0","5"
"000000641409","(The) one thing :the surprisingly simple truth behind extraordinary results","[by] Gary Keller","Bard Press","2013","9781885167774","3","5"
"000000603901","(간편하게 리폼하는) 코바늘 손뜨개 러블리 디자인 106","일본 보그사 지음","니들북","2014","9791156252153","5","5"
